,Smiles,ID,mol2vec-000,mol2vec-001,mol2vec-002,mol2vec-003,mol2vec-004,mol2vec-005,mol2vec-006,mol2vec-007,mol2vec-008,mol2vec-009,mol2vec-010,mol2vec-011,mol2vec-012,mol2vec-013,mol2vec-014,mol2vec-015,mol2vec-016,mol2vec-017,mol2vec-018,mol2vec-019,mol2vec-020,mol2vec-021,mol2vec-022,mol2vec-023,mol2vec-024,mol2vec-025,mol2vec-026,mol2vec-027,mol2vec-028,mol2vec-029,mol2vec-030,mol2vec-031,mol2vec-032,mol2vec-033,mol2vec-034,mol2vec-035,mol2vec-036,mol2vec-037,mol2vec-038,mol2vec-039,mol2vec-040,mol2vec-041,mol2vec-042,mol2vec-043,mol2vec-044,mol2vec-045,mol2vec-046,mol2vec-047,mol2vec-048,mol2vec-049,mol2vec-050,mol2vec-051,mol2vec-052,mol2vec-053,mol2vec-054,mol2vec-055,mol2vec-056,mol2vec-057,mol2vec-058,mol2vec-059,mol2vec-060,mol2vec-061,mol2vec-062,mol2vec-063,mol2vec-064,mol2vec-065,mol2vec-066,mol2vec-067,mol2vec-068,mol2vec-069,mol2vec-070,mol2vec-071,mol2vec-072,mol2vec-073,mol2vec-074,mol2vec-075,mol2vec-076,mol2vec-077,mol2vec-078,mol2vec-079,mol2vec-080,mol2vec-081,mol2vec-082,mol2vec-083,mol2vec-084,mol2vec-085,mol2vec-086,mol2vec-087,mol2vec-088,mol2vec-089,mol2vec-090,mol2vec-091,mol2vec-092,mol2vec-093,mol2vec-094,mol2vec-095,mol2vec-096,mol2vec-097,mol2vec-098,mol2vec-099,mol2vec-100,mol2vec-101,mol2vec-102,mol2vec-103,mol2vec-104,mol2vec-105,mol2vec-106,mol2vec-107,mol2vec-108,mol2vec-109,mol2vec-110,mol2vec-111,mol2vec-112,mol2vec-113,mol2vec-114,mol2vec-115,mol2vec-116,mol2vec-117,mol2vec-118,mol2vec-119,mol2vec-120,mol2vec-121,mol2vec-122,mol2vec-123,mol2vec-124,mol2vec-125,mol2vec-126,mol2vec-127,mol2vec-128,mol2vec-129,mol2vec-130,mol2vec-131,mol2vec-132,mol2vec-133,mol2vec-134,mol2vec-135,mol2vec-136,mol2vec-137,mol2vec-138,mol2vec-139,mol2vec-140,mol2vec-141,mol2vec-142,mol2vec-143,mol2vec-144,mol2vec-145,mol2vec-146,mol2vec-147,mol2vec-148,mol2vec-149,mol2vec-150,mol2vec-151,mol2vec-152,mol2vec-153,mol2vec-154,mol2vec-155,mol2vec-156,mol2vec-157,mol2vec-158,mol2vec-159,mol2vec-160,mol2vec-161,mol2vec-162,mol2vec-163,mol2vec-164,mol2vec-165,mol2vec-166,mol2vec-167,mol2vec-168,mol2vec-169,mol2vec-170,mol2vec-171,mol2vec-172,mol2vec-173,mol2vec-174,mol2vec-175,mol2vec-176,mol2vec-177,mol2vec-178,mol2vec-179,mol2vec-180,mol2vec-181,mol2vec-182,mol2vec-183,mol2vec-184,mol2vec-185,mol2vec-186,mol2vec-187,mol2vec-188,mol2vec-189,mol2vec-190,mol2vec-191,mol2vec-192,mol2vec-193,mol2vec-194,mol2vec-195,mol2vec-196,mol2vec-197,mol2vec-198,mol2vec-199,mol2vec-200,mol2vec-201,mol2vec-202,mol2vec-203,mol2vec-204,mol2vec-205,mol2vec-206,mol2vec-207,mol2vec-208,mol2vec-209,mol2vec-210,mol2vec-211,mol2vec-212,mol2vec-213,mol2vec-214,mol2vec-215,mol2vec-216,mol2vec-217,mol2vec-218,mol2vec-219,mol2vec-220,mol2vec-221,mol2vec-222,mol2vec-223,mol2vec-224,mol2vec-225,mol2vec-226,mol2vec-227,mol2vec-228,mol2vec-229,mol2vec-230,mol2vec-231,mol2vec-232,mol2vec-233,mol2vec-234,mol2vec-235,mol2vec-236,mol2vec-237,mol2vec-238,mol2vec-239,mol2vec-240,mol2vec-241,mol2vec-242,mol2vec-243,mol2vec-244,mol2vec-245,mol2vec-246,mol2vec-247,mol2vec-248,mol2vec-249,mol2vec-250,mol2vec-251,mol2vec-252,mol2vec-253,mol2vec-254,mol2vec-255,mol2vec-256,mol2vec-257,mol2vec-258,mol2vec-259,mol2vec-260,mol2vec-261,mol2vec-262,mol2vec-263,mol2vec-264,mol2vec-265,mol2vec-266,mol2vec-267,mol2vec-268,mol2vec-269,mol2vec-270,mol2vec-271,mol2vec-272,mol2vec-273,mol2vec-274,mol2vec-275,mol2vec-276,mol2vec-277,mol2vec-278,mol2vec-279,mol2vec-280,mol2vec-281,mol2vec-282,mol2vec-283,mol2vec-284,mol2vec-285,mol2vec-286,mol2vec-287,mol2vec-288,mol2vec-289,mol2vec-290,mol2vec-291,mol2vec-292,mol2vec-293,mol2vec-294,mol2vec-295,mol2vec-296,mol2vec-297,mol2vec-298,mol2vec-299
0,CC(=O)Nc1ccc(O)cc1,id,-0.2283029,-0.42054313,-1.1514374,2.1373844,0.948651,-0.96679324,-5.378348,-0.5787217,4.4735847,1.8881985,-1.884861,-0.6966349,-4.1935153,0.6370168,-2.7739458,0.7867528,2.264492,-0.9573069,-2.3416564,4.2040305,0.9249698,2.7619956,8.4710865,1.2124933,-3.1868782,0.66298735,-0.056683466,-4.030554,0.35508406,0.30927172,6.3266935,-3.919997,-1.1985675,-2.6327958,0.09671455,0.60159636,-0.15959057,1.1844051,3.671373,1.8070343,-0.76189506,1.5042496,-2.1323714,0.09377663,-5.572178,2.480716,0.56037796,3.7381258,-3.2079556,1.8228574,2.124505,-2.8516395,-1.2441993,-3.7352655,-2.6543832,-3.5255594,-2.0984595,-0.5750206,1.9231412,2.2348027,-0.7671829,-2.965719,-1.4002292,2.74007,-5.9661965,-0.11199826,4.2490726,0.3185118,-2.6605072,0.40892452,-2.0530975,1.4341911,2.460635,-3.3290899,-0.2911154,2.632695,-2.9420505,2.2423828,-1.2906024,0.37848946,2.530439,-1.3730137,-2.2584593,-4.868956,1.5330229,-1.0451479,-4.244217,1.0077498,2.673782,-1.0430458,2.7389164,0.60928327,-0.29362845,2.589494,1.4906948,0.5318783,2.573329,0.97507906,3.2541559,1.5885341,-0.7297143,-3.1369956,-4.2559175,-4.7033377,1.3465139,-4.6120605,-0.491838,2.057157,1.039631,-2.3687472,-4.359355,2.1734407,2.6480153,-1.7470365,1.1327299,-2.4125087,3.8421443,3.0670075,-1.9122658,2.8915913,-3.6880198,-0.025017187,-1.0283678,3.3009675,1.1345274,-3.6168299,-4.395513,0.23315865,-2.9050028,0.8750105,-0.012397692,0.613014,4.1138315,6.00857,-0.54580164,4.960933,4.178099,-0.5506215,3.6461926,-0.42700553,3.7848575,-0.7638415,0.36425787,-0.7858366,2.6606123,2.3620226,1.0310531,1.2851229,0.42926452,2.6334157,1.3872781,0.25893566,3.2855916,-1.0272461,-0.06314406,1.0987151,-3.5888228,-0.65917885,0.0542328,-1.8039757,-0.3917591,-0.53867155,-1.2784152,2.0192919,0.42720816,-4.15247,-0.47737107,-1.0256968,1.4280632,1.9324888,-2.1031199,-0.4404605,4.4238434,-0.62076974,0.26864707,-0.41355443,2.467074,-0.5174511,-2.6519701,3.124474,-2.5812023,2.919816,-0.3604739,4.1852446,2.5041301,-1.0030679,-1.0908495,-0.46144238,-2.016223,-2.9958065,-0.59349185,-0.13526909,-0.5257591,0.7066213,0.9774438,0.7212707,-1.9037261,-3.5125992,-0.5766217,-2.0896213,1.4160383,0.4300477,2.816207,1.7657182,2.8566358,-0.81565696,4.0714445,2.6586466,4.9712286,0.15017559,5.500621,-0.15817039,2.6454284,-1.6591195,0.13078494,0.98132724,-0.18187222,2.5874712,-4.4086227,2.3799064,1.5050762,-3.537852,-0.6707875,1.4100872,0.6644883,-2.0602813,0.036539152,1.5365608,3.5707111,-4.0570774,0.6768236,-1.5946754,-2.9747026,-4.6350703,-2.7591434,-2.039631,-1.4886242,-0.8568935,-1.5840573,3.0615427,2.5745218,-1.1464704,2.7474456,0.39092427,-2.6101816,1.9528675,-5.3226905,-2.7386053,1.360028,-0.90123904,-7.099308,0.6217167,-0.74204487,-1.0743005,-5.028839,1.4574754,1.8100791,-3.8032744,2.345932,-4.018484,0.024252988,2.4029827,1.4021075,2.2900174,0.1399355,-2.465041,-4.0412006,1.744664,0.8024098,-2.4053264,-0.14291291,3.7406406,-0.3633657,2.2980099,0.8211874,-1.4692599,-1.1798743,-2.169783,0.41743836,-0.2580192,-3.5339887,-1.5880394,-6.7443175,-1.7687722,0.11781107,1.5419523,-0.5785475,0.0017900914,-3.0816922,-0.5957228,-0.9862626,4.518831,5.0256214,0.86432093,-4.249992,-0.857645,-2.3132033,-1.9928939,-5.150585,-1.1314938
